state_id,state_name,state_file,province_id,province_name,blocked_by
677,Aleppo,677-Aleppo.txt,10087,,naval slots
447,Alexandria,447-Alexandria.txt,1071,El-Alamein,naval slots
447,Alexandria,447-Alexandria.txt,4076,Alexandria,naval slots
447,Alexandria,447-Alexandria.txt,4145,,rocket_site_spawn + naval slots
447,Alexandria,447-Alexandria.txt,7091,,naval slots
447,Alexandria,447-Alexandria.txt,11964,Damietta,naval slots
514,Algerian Desert,514-North Africa.txt,1901,,rocket_site_spawn
459,Algiers,459-Western Algeria.txt,1013,,naval slots
459,Algiers,459-Western Algeria.txt,1145,Algiers,naval slots
459,Algiers,459-Western Algeria.txt,4116,,rocket_site_spawn + naval slots
459,Algiers,459-Western Algeria.txt,7132,Oran,naval slots
459,Algiers,459-Western Algeria.txt,9964,,naval slots
459,Algiers,459-Western Algeria.txt,11923,,naval slots
459,Algiers,459-Western Algeria.txt,11939,,naval slots
586,Alma-Ata,586-Kyrgyzstan.txt,7706,,rocket_site_spawn
32,Alpes,32-Rhone Alpes.txt,762,,rocket_site_spawn
28,Alsace-Lorraine,28-Alcase.txt,549,Haguenau,rocket_site_spawn
40,Altai Krai,40-USSR.txt,1779,,rocket_site_spawn
1040,Alxa,1040 - Alxa.txt,7727,,rocket_site_spawn
939,Amapá,939 - Amapa.txt,4980,Macapá,naval slots
939,Amapá,939 - Amapa.txt,13276,,rocket_site_spawn + naval slots
798,Amasya,798-Amasya.txt,3964,,rocket_site_spawn
495,Amazonas,495-Amazonas.txt,13328,,rocket_site_spawn
1072,American Samoa,1072 - American Samoa.txt,13080,Pago Pago,rocket_site_spawn + naval slots
561,Amur,561-TS 3.txt,7785,,rocket_site_spawn
733,Andaman,733-Andaman.txt,10321,,naval slots
733,Andaman,733-Andaman.txt,12251,Port Blair,rocket_site_spawn + naval slots
606,Anhui,606-China 6.txt,10079,,rocket_site_spawn
49,Ankara,49-Turkey.txt,909,,rocket_site_spawn
342,Antalya,342-Antalya.txt,1005,Antalya,naval slots
342,Antalya,342-Antalya.txt,1119,,naval slots
342,Antalya,342-Antalya.txt,9941,,naval slots
342,Antalya,342-Antalya.txt,10122,,naval slots
342,Antalya,342-Antalya.txt,11917,,rocket_site_spawn
342,Antalya,342-Antalya.txt,12096,,naval slots
506,Antofagasta,506-Northern Chile.txt,5171,,naval slots
506,Antofagasta,506-Northern Chile.txt,12994,,rocket_site_spawn + naval slots
506,Antofagasta,506-Northern Chile.txt,13301,,naval slots
977,Antwerp,977 - Antwerp.txt,6598,Antwerp,naval slots
977,Antwerp,977 - Antwerp.txt,11419,,rocket_site_spawn
19,Aquitaine,19-Aquitaine.txt,6621,,naval slots
19,Aquitaine,19-Aquitaine.txt,6762,,rocket_site_spawn
19,Aquitaine,19-Aquitaine.txt,6777,,naval slots
19,Aquitaine,19-Aquitaine.txt,9737,Bordeaux,naval slots
19,Aquitaine,19-Aquitaine.txt,11565,,naval slots
997,Arakan,997-Arakan.txt,1014,,naval slots
997,Arakan,997-Arakan.txt,1142,,naval slots
997,Arakan,997-Arakan.txt,3651,,naval slots
997,Arakan,997-Arakan.txt,4147,,rocket_site_spawn
997,Arakan,997-Arakan.txt,10182,,naval slots
997,Arakan,997-Arakan.txt,12090,,naval slots
950,Araucanía,950 - Araucania.txt,5121,Temuco,naval slots
950,Araucanía,950 - Araucania.txt,5169,Puerto Montt,naval slots
950,Araucanía,950 - Araucania.txt,12954,,rocket_site_spawn + naval slots
950,Araucanía,950 - Araucania.txt,13297,,naval slots
980,Ardennes,980 - Ardennes.txt,6537,,rocket_site_spawn
492,Arequipa,492-Piura.txt,2182,,rocket_site_spawn
492,Arequipa,492-Piura.txt,2225,,naval slots
492,Arequipa,492-Piura.txt,5202,,naval slots
492,Arequipa,492-Piura.txt,13288,Mollendo,naval slots
951,Arica y Tarapacá,951 - Arica.txt,5131,Arica,naval slots
951,Arica y Tarapacá,951 - Arica.txt,8217,Iquique,rocket_site_spawn + naval slots
951,Arica y Tarapacá,951 - Arica.txt,13303,,naval slots
377,Arizona,377-Arizona.txt,7920,,rocket_site_spawn
372,Arkansas,372-Arkansas.txt,1646,,rocket_site_spawn
214,Arkhangelsk,214-Arkhangelsk.txt,312,,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,3080,,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,3092,,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,3168,,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,3338,Archangelsk,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,9041,,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,9248,,naval slots
214,Arkhangelsk,214-Arkhangelsk.txt,11038,,rocket_site_spawn + naval slots
230,Armenia,230-Armenia.txt,12450,,rocket_site_spawn
738,Aru Islands,738-Aru Islands.txt,4579,Dobo,rocket_site_spawn + naval slots
738,Aru Islands,738-Aru Islands.txt,13400,,naval slots
434,Arunachal Pradesh,434-Arunachal Pradesh.txt,10810,,rocket_site_spawn
703,Ascension,703-Ascension.txt,13013,,rocket_site_spawn + naval slots
584,Ashkhabad,584-Turkmenistan.txt,10510,,rocket_site_spawn
856,Asir-Makkah,856-Asir-Makkah.txt,1923,,naval slots
856,Asir-Makkah,856-Asir-Makkah.txt,8073,,naval slots
856,Asir-Makkah,856-Asir-Makkah.txt,12883,Jeddah,rocket_site_spawn + naval slots
432,Assam,432-Assam.txt,997,,rocket_site_spawn
236,Astrakhan,236-Astrakhan.txt,9753,Astrakhan,rocket_site_spawn
790,Asturias,790-Asturias.txt,3729,,rocket_site_spawn
790,Asturias,790-Asturias.txt,6749,,naval slots
790,Asturias,790-Asturias.txt,9703,,naval slots
790,Asturias,790-Asturias.txt,9719,,naval slots
790,Asturias,790-Asturias.txt,11688,,naval slots
790,Asturias,790-Asturias.txt,11707,Oviedo,naval slots
790,Asturias,790-Asturias.txt,13218,,naval slots
456,Aswan,456-Luxor.txt,7030,,rocket_site_spawn
952,Atacama,952 - Atacama.txt,5192,,rocket_site_spawn
952,Atacama,952 - Atacama.txt,5228,Copiapó,naval slots
952,Atacama,952 - Atacama.txt,11000,,naval slots
1050,Atjeh,1050-Ajteh.txt,1648,,naval slots
1050,Atjeh,1050-Ajteh.txt,7658,,naval slots
1050,Atjeh,1050-Ajteh.txt,10509,,rocket_site_spawn + naval slots
1050,Atjeh,1050-Ajteh.txt,12488,,naval slots
1050,Atjeh,1050-Ajteh.txt,13396,,naval slots
1050,Atjeh,1050-Ajteh.txt,13398,Banda Aceh,naval slots
1050,Atjeh,1050-Ajteh.txt,13399,,naval slots
1050,Atjeh,1050-Ajteh.txt,13401,,naval slots
47,Attica,47-Greece.txt,863,Karditsa,rocket_site_spawn
47,Attica,47-Greece.txt,976,Lamia,naval slots
47,Attica,47-Greece.txt,1109,,naval slots
47,Attica,47-Greece.txt,3864,Volos,naval slots
47,Attica,47-Greece.txt,3973,Larissa,naval slots
47,Attica,47-Greece.txt,3988,Kórinthos,naval slots
47,Attica,47-Greece.txt,4109,Athens,naval slots
47,Attica,47-Greece.txt,7127,Chalcis,naval slots
650,Attu Island,650-Attu Island.txt,13067,Attu,rocket_site_spawn + naval slots
1079,Auckland,1079-Auckland.txt,1565,,naval slots
1079,Auckland,1079-Auckland.txt,1713,,naval slots
1079,Auckland,1079-Auckland.txt,4543,Auckland,naval slots
1079,Auckland,1079-Auckland.txt,4615,,naval slots
1079,Auckland,1079-Auckland.txt,4718,Tauranga,naval slots
1079,Auckland,1079-Auckland.txt,4748,,naval slots
1079,Auckland,1079-Auckland.txt,7742,,naval slots
1079,Auckland,1079-Auckland.txt,7887,Hamilton,naval slots
1079,Auckland,1079-Auckland.txt,10334,,naval slots
1079,Auckland,1079-Auckland.txt,10373,,naval slots
1079,Auckland,1079-Auckland.txt,10609,Waikaremoana,naval slots
1079,Auckland,1079-Auckland.txt,10710,,naval slots
1079,Auckland,1079-Auckland.txt,12362,,naval slots
1079,Auckland,1079-Auckland.txt,12664,,rocket_site_spawn + naval slots
815,Aukštaitija,815-Aukstaitija.txt,9246,,rocket_site_spawn
26,Auvergne,26-Bourgogne.txt,590,,rocket_site_spawn
589,Ayaguz,589-Eastern Kazakhstan.txt,12529,,rocket_site_spawn
949,Aysén,949 - Aysen.txt,2161,Coyhaique,naval slots
949,Aysén,949 - Aysen.txt,5118,,naval slots
949,Aysén,949 - Aysen.txt,5159,,naval slots
949,Aysén,949 - Aysen.txt,8198,,rocket_site_spawn + naval slots
949,Aysén,949 - Aysen.txt,10961,,naval slots
949,Aysén,949 - Aysen.txt,13295,,naval slots
229,Azerbaijan,229-baku.txt,11674,Ganja,rocket_site_spawn
698,Azores,698-Azores.txt,1751,Ponta Delgada,rocket_site_spawn + naval slots
775,B.E.T.,775-B.E.T..txt,5136,,rocket_site_spawn
978,Baden,978 - Actual Baden.txt,6568,,rocket_site_spawn
291,Baghdad,291-Iraq.txt,10876,,rocket_site_spawn
989,Bahawalpur,989-Bahawalpur.txt,12792,,rocket_site_spawn
499,Bahia,499-Bahia.txt,8143,,naval slots
499,Bahia,499-Bahia.txt,8177,,rocket_site_spawn
499,Bahia,499-Bahia.txt,8197,,naval slots
499,Bahia,499-Bahia.txt,10419,,naval slots
499,Bahia,499-Bahia.txt,10946,Salvador,naval slots
499,Bahia,499-Bahia.txt,11002,,naval slots
885,Bahr al Ghazal,885-Bahr al Ghazal.txt,1953,,rocket_site_spawn
1014,Bahrain,1014 - Bahrain.txt,13313,Manama,rocket_site_spawn + naval slots
484,Baja California,484-Baja California.txt,1892,Ensenada,naval slots
484,Baja California,484-Baja California.txt,1904,,rocket_site_spawn + naval slots
484,Baja California,484-Baja California.txt,7964,,naval slots
484,Baja California,484-Baja California.txt,8119,,naval slots
484,Baja California,484-Baja California.txt,12461,Tijuana,naval slots
484,Baja California,484-Baja California.txt,12736,La Paz,naval slots
484,Baja California,484-Baja California.txt,12859,,naval slots
484,Baja California,484-Baja California.txt,13216,,naval slots
401,Balakovo,401-Engels.txt,3490,,rocket_site_spawn
836,Bale,836-Bale.txt,4995,,rocket_site_spawn
1052,Bali,1052-Bali.txt,4273,,naval slots
1052,Bali,1052-Bali.txt,13385,,rocket_site_spawn + naval slots
1052,Bali,1052-Bali.txt,13386,Denpasar,naval slots
834,Balta-Tiraspol,834 - Balta.txt,741,Tiraspol,rocket_site_spawn
556,Bamako,556-Mali.txt,12794,,rocket_site_spawn
82,Banat,82-Banat.txt,3649,,rocket_site_spawn
1047,Bangka-Belitung,1047-Bangka-Belitung.txt,4211,,naval slots
1047,Bangka-Belitung,1047-Bangka-Belitung.txt,7384,Pangkalpinang,rocket_site_spawn + naval slots
1047,Bangka-Belitung,1047-Bangka-Belitung.txt,7396,,naval slots
1076,Bangkok State,1076 - Bangkok.txt,1427,,naval slots
1076,Bangkok State,1076 - Bangkok.txt,7408,Bangkok,rocket_site_spawn + naval slots
981,Barotseland,981 - Barotseland.txt,697,Mongu,rocket_site_spawn
1068,Bassac,1068 - Bassac.txt,7426,,rocket_site_spawn
984,Bastar,984 - Bastar.txt,4557,,rocket_site_spawn
1027,Bataan,1027 - Bataan.txt,1415,Dagupan,naval slots
1027,Bataan,1027 - Bataan.txt,7275,,naval slots
1027,Bataan,1027 - Bataan.txt,7351,Bataan,rocket_site_spawn + naval slots
1027,Bataan,1027 - Bataan.txt,10280,,naval slots
1027,Bataan,1027 - Bataan.txt,12253,,naval slots
1058,Batavia,1058-Batavia.txt,7381,Batavia,naval slots
1058,Batavia,1058-Batavia.txt,12249,,rocket_site_spawn + naval slots
1067,Battambang,1067 - Battambang.txt,10177,,rocket_site_spawn
542,Bechuanaland,542-Bechuana Land.txt,12940,,rocket_site_spawn
841,Begemder,841-Begemder.txt,2040,,rocket_site_spawn
179,Beja,179-Beja.txt,970,Setúbal,naval slots
179,Beja,179-Beja.txt,980,,naval slots
179,Beja,179-Beja.txt,3790,Portimão,naval slots
179,Beja,179-Beja.txt,3866,,naval slots
179,Beja,179-Beja.txt,6880,Faro,naval slots
179,Beja,179-Beja.txt,6884,,rocket_site_spawn
240,Belgorod,240-Voronezh.txt,534,,rocket_site_spawn
450,Benghasi,450-Benghasi.txt,1127,,naval slots
450,Benghasi,450-Benghasi.txt,4120,,naval slots
450,Benghasi,450-Benghasi.txt,10123,,rocket_site_spawn + naval slots
450,Benghasi,450-Benghasi.txt,11954,Bengasi,naval slots
900,Benue,900-Benue.txt,1992,,rocket_site_spawn
900,Benue,900-Benue.txt,8034,Enugu,naval slots
900,Benue,900-Benue.txt,10831,,naval slots
696,Bermuda,696-Bermuda.txt,13010,Hamilton,rocket_site_spawn + naval slots
78,Bessarabia,78-Bessarabia.txt,3577,,rocket_site_spawn
324,Bhutan,324-Bhutan.txt,8010,Punakha,rocket_site_spawn
97,Białystok,97-Bialystok.txt,347,,rocket_site_spawn
435,Bihar,435-Bihar.txt,1569,,rocket_site_spawn
657,Birobidzhan,657-Border state.txt,12654,,rocket_site_spawn
737,Bismarck,737-New Britain.txt,1286,,naval slots
737,Bismarck,737-New Britain.txt,1301,,naval slots
737,Bismarck,737-New Britain.txt,1329,,naval slots
737,Bismarck,737-New Britain.txt,1361,,naval slots
737,Bismarck,737-New Britain.txt,4304,,naval slots
737,Bismarck,737-New Britain.txt,4332,,naval slots
737,Bismarck,737-New Britain.txt,4352,,naval slots
737,Bismarck,737-New Britain.txt,4421,,naval slots
737,Bismarck,737-New Britain.txt,7251,Rabaul,naval slots
737,Bismarck,737-New Britain.txt,7324,,naval slots
737,Bismarck,737-New Britain.txt,7339,,naval slots
737,Bismarck,737-New Britain.txt,7352,,naval slots
737,Bismarck,737-New Britain.txt,7412,,naval slots
737,Bismarck,737-New Britain.txt,10166,,rocket_site_spawn + naval slots
737,Bismarck,737-New Britain.txt,10206,,naval slots
737,Bismarck,737-New Britain.txt,12222,,naval slots
886,Blue Nile,886-Blue Nile.txt,4918,,rocket_site_spawn
204,Bobruysk,204-Brest.txt,304,,rocket_site_spawn
565,Bodaybo,565-TS 7.txt,1666,,rocket_site_spawn
9,Bohemia,9-Czechoslovakia.txt,9429,,rocket_site_spawn
915,Bohuslän,915-Bohuslan.txt,171,,rocket_site_spawn + naval slots
915,Bohuslän,915-Bohuslan.txt,6310,Uddevalla,naval slots
488,Bolivar,488-Bolivar.txt,1981,,naval slots
488,Bolivar,488-Bolivar.txt,10736,,rocket_site_spawn
429,Bombay,429-Bombay.txt,1349,Bombay,naval slots
429,Bombay,429-Bombay.txt,4187,,naval slots
429,Bombay,429-Bombay.txt,7013,,naval slots
429,Bombay,429-Bombay.txt,7150,,naval slots
429,Bombay,429-Bombay.txt,7232,,naval slots
429,Bombay,429-Bombay.txt,11952,,rocket_site_spawn + naval slots
429,Bombay,429-Bombay.txt,12269,,naval slots
910,Bornholm,910-Bornholm.txt,6361,Rønne,rocket_site_spawn + naval slots
901,Borno,901-Borno.txt,4997,,rocket_site_spawn
104,Bosnia,104-Bosnia.txt,982,,rocket_site_spawn
21,Bouches-du-Rhône,21-Bouches-du-Rhone.txt,958,,rocket_site_spawn
21,Bouches-du-Rhône,21-Bouches-du-Rhone.txt,11834,Marseille,naval slots
21,Bouches-du-Rhône,21-Bouches-du-Rhone.txt,11849,,naval slots
1070,Bougainville,1070 - Bougainville.txt,1358,,naval slots
1070,Bougainville,1070 - Bougainville.txt,4226,Buin,naval slots
1070,Bougainville,1070 - Bougainville.txt,4378,,rocket_site_spawn + naval slots
1070,Bougainville,1070 - Bougainville.txt,10234,Buka,naval slots
27,Bourgogne,27-Champagne2.txt,9625,,rocket_site_spawn
35,Brabant,35-Gelderland.txt,480,,naval slots
35,Brabant,35-Gelderland.txt,9431,,rocket_site_spawn + naval slots
64,Brandenburg,64-Brandenburg.txt,11359,,rocket_site_spawn
567,Bratsk,567-TS 9.txt,7802,,rocket_site_spawn
473,British Columbia,473-British Columbia.txt,1393,,naval slots
473,British Columbia,473-British Columbia.txt,1408,Vancouver,naval slots
473,British Columbia,473-British Columbia.txt,1737,,rocket_site_spawn
473,British Columbia,473-British Columbia.txt,4385,,naval slots
473,British Columbia,473-British Columbia.txt,4428,,naval slots
473,British Columbia,473-British Columbia.txt,10228,,naval slots
473,British Columbia,473-British Columbia.txt,10258,,naval slots
473,British Columbia,473-British Columbia.txt,12231,,naval slots
687,British Guyana,687-British Guyana.txt,4982,Georgetown,rocket_site_spawn + naval slots
687,British Guyana,687-British Guyana.txt,12716,,naval slots
311,British Honduras,311-BritMex.txt,2077,Belize City,rocket_site_spawn + naval slots
269,British Somaliland,269-British Somaliland.txt,10777,,naval slots
269,British Somaliland,269-British Somaliland.txt,10833,Berbera,naval slots
269,British Somaliland,269-British Somaliland.txt,10921,,naval slots
269,British Somaliland,269-British Somaliland.txt,12759,,rocket_site_spawn + naval slots
14,Brittany,14-Brittany.txt,542,,naval slots
14,Brittany,14-Brittany.txt,3552,Brest,naval slots
14,Brittany,14-Brittany.txt,6536,Lorient,naval slots
14,Brittany,14-Brittany.txt,6572,,naval slots
14,Brittany,14-Brittany.txt,9495,Rennes,rocket_site_spawn
14,Brittany,14-Brittany.txt,9510,,naval slots
14,Brittany,14-Brittany.txt,9525,,naval slots
14,Brittany,14-Brittany.txt,11508,,naval slots
1023,Brunei,1023 - Brunei.txt,7371,,naval slots
1023,Brunei,1023 - Brunei.txt,7387,Brunei Town,rocket_site_spawn + naval slots
224,Bryansk,224-Bryansk.txt,6411,,rocket_site_spawn
80,Bucovina,80-Bocovina.txt,9548,,rocket_site_spawn
830,Bukhara,830 - Bukhara.txt,12239,,rocket_site_spawn
211,Burgas,211-Burgas.txt,9769,Shumen,rocket_site_spawn
211,Burgas,211-Burgas.txt,9783,Varna,naval slots
211,Burgas,211-Burgas.txt,9902,Burgas,naval slots
211,Burgas,211-Burgas.txt,9919,,naval slots
975,Burgenland,975 - Burgenland.txt,3700,Eisenstadt,rocket_site_spawn
176,Burgos,176-Burgos.txt,885,Burgos,rocket_site_spawn
340,Bursa,340-Bursa.txt,947,Bursa,naval slots
340,Bursa,340-Bursa.txt,3786,,rocket_site_spawn
340,Bursa,340-Bursa.txt,3851,,naval slots
340,Bursa,340-Bursa.txt,6864,,naval slots
340,Bursa,340-Bursa.txt,6912,Bandırma,naval slots
340,Bursa,340-Bursa.txt,9799,Balıkesir,naval slots
340,Bursa,340-Bursa.txt,9887,,naval slots
340,Bursa,340-Bursa.txt,11867,,naval slots
769,Burundi,769-Burundi.txt,2220,Bujumbura,rocket_site_spawn
564,Buryatia,564-TS 6.txt,12506,,rocket_site_spawn
796,Cabinda,796-North Angola.txt,2115,Cabinda,rocket_site_spawn + naval slots
907,Cairo,907-Cairo.txt,7117,Faiyum,rocket_site_spawn
907,Cairo,907-Cairo.txt,10005,,naval slots
156,Calabria,156-Calabria.txt,3901,,naval slots
156,Calabria,156-Calabria.txt,9990,Reggio Calabria,naval slots
156,Calabria,156-Calabria.txt,10027,,naval slots
156,Calabria,156-Calabria.txt,12066,,naval slots
156,Calabria,156-Calabria.txt,12098,,rocket_site_spawn + naval slots
378,California,378-California.txt,610,,naval slots
378,California,378-California.txt,677,,naval slots
378,California,378-California.txt,986,,naval slots
378,California,378-California.txt,1562,San Diego,naval slots
378,California,378-California.txt,3644,,naval slots
378,California,378-California.txt,3678,,naval slots
378,California,378-California.txt,3840,,naval slots
378,California,378-California.txt,6681,,naval slots
378,California,378-California.txt,6699,,naval slots
378,California,378-California.txt,6757,,naval slots
378,California,378-California.txt,6881,,naval slots
378,California,378-California.txt,7517,,naval slots
378,California,378-California.txt,9637,,naval slots
378,California,378-California.txt,9671,San Francisco,naval slots
378,California,378-California.txt,9713,Sacramento,naval slots
378,California,378-California.txt,9730,,naval slots
378,California,378-California.txt,9814,Los Angeles,naval slots
378,California,378-California.txt,11658,,naval slots
378,California,378-California.txt,11757,,naval slots
378,California,378-California.txt,11795,,rocket_site_spawn
378,California,378-California.txt,11859,,naval slots
741,Cambodia,741-Cambodia.txt,1353,,naval slots
741,Cambodia,741-Cambodia.txt,4359,,naval slots
741,Cambodia,741-Cambodia.txt,7319,,rocket_site_spawn
741,Cambodia,741-Cambodia.txt,7404,,naval slots
741,Cambodia,741-Cambodia.txt,7432,Kompong Saom,naval slots
741,Cambodia,741-Cambodia.txt,10317,,naval slots
773,Cameroon,773-Cameroon.txt,5036,,naval slots
773,Cameroon,773-Cameroon.txt,5054,,rocket_site_spawn
773,Cameroon,773-Cameroon.txt,6039,,naval slots
117,Campania,117-Napoli.txt,819,Naples,naval slots
117,Campania,117-Napoli.txt,851,,naval slots
117,Campania,117-Napoli.txt,955,,naval slots
117,Campania,117-Napoli.txt,3958,,rocket_site_spawn
117,Campania,117-Napoli.txt,3968,,naval slots
117,Campania,117-Napoli.txt,9826,,naval slots
117,Campania,117-Napoli.txt,9856,,naval slots
681,Cape,681-Soviet Lakes.txt,4528,,rocket_site_spawn + naval slots
681,Cape,681-Soviet Lakes.txt,10415,,naval slots
681,Cape,681-Soviet Lakes.txt,12547,,naval slots
681,Cape,681-Soviet Lakes.txt,12589,Cape Town,naval slots
702,Cape Verde,702-Cape Verde.txt,13014,Praia,rocket_site_spawn + naval slots
684,Caroline Islands,684-Caroline Islands.txt,2489,Truk,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13027,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13028,Yap,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13029,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13030,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13031,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13032,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13033,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13034,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13035,,naval slots
684,Caroline Islands,684-Caroline Islands.txt,13036,,rocket_site_spawn + naval slots
73,Carpathian Ruthenia,73-Carpathian Ruthenia.txt,11536,,rocket_site_spawn
461,Casablanca,461-Northern Morocco.txt,989,,naval slots
461,Casablanca,461-Northern Morocco.txt,1194,,naval slots
461,Casablanca,461-Northern Morocco.txt,7069,Casablanca,naval slots
461,Casablanca,461-Northern Morocco.txt,7100,,rocket_site_spawn
461,Casablanca,461-Northern Morocco.txt,10070,Rabat,naval slots
461,Casablanca,461-Northern Morocco.txt,11943,,naval slots
165,Catalonia,165-Catalonia.txt,854,,naval slots
165,Catalonia,165-Catalonia.txt,6812,,naval slots
165,Catalonia,165-Catalonia.txt,6927,Gerona,rocket_site_spawn + naval slots
165,Catalonia,165-Catalonia.txt,6966,Tortosa,naval slots
165,Catalonia,165-Catalonia.txt,9764,Barcelona,naval slots
165,Catalonia,165-Catalonia.txt,9824,,naval slots
935,Ceará,935 - Ceara.txt,2132,,naval slots
935,Ceará,935 - Ceara.txt,2178,,rocket_site_spawn
935,Ceará,935 - Ceara.txt,5107,Fortaleza,naval slots
44,Central Albania,44-Albania.txt,3884,,naval slots
44,Central Albania,44-Albania.txt,11767,Vlorë,naval slots
44,Central Albania,44-Albania.txt,13255,Durrës,rocket_site_spawn + naval slots
674,Central Australia,674-Central Australia.txt,2223,Alice Springs,rocket_site_spawn
437,Central India,437-Central Indian Provinces.txt,2105,,rocket_site_spawn
624,Central Islands,624-Central islands.txt,1372,,rocket_site_spawn + naval slots
624,Central Islands,624-Central islands.txt,4228,,naval slots
624,Central Islands,624-Central islands.txt,4377,,naval slots
624,Central Islands,624-Central islands.txt,7307,,naval slots
624,Central Islands,624-Central islands.txt,10306,,naval slots
624,Central Islands,624-Central islands.txt,12279,,naval slots
731,Central Macedonia,731-Central Macedonia.txt,895,,naval slots
731,Central Macedonia,731-Central Macedonia.txt,3526,,rocket_site_spawn
731,Central Macedonia,731-Central Macedonia.txt,3844,Kateríni,naval slots
731,Central Macedonia,731-Central Macedonia.txt,3936,,naval slots
731,Central Macedonia,731-Central Macedonia.txt,10163,,naval slots
731,Central Macedonia,731-Central Macedonia.txt,11818,Thessaloniki,naval slots
